,Topic,Count,Name,Representation,Llama2,Representative_Docs,mean,sem,median
72,71,58,71_netflix_web_giants_fair,"['netflix', 'web', 'giants', 'fair', 'share', 'tax', 'heritage', 'pay', 'taxes', 'companies']",Taxation of Digital Giants,"['Mr. Speaker, when we ask him why web giants like Netflix and Facebook do not have to charge sales tax even though their Canadian competitors do, the Prime Minister says that he promised not to raise taxes for the middle class. We are talking about a tax that already exists, sales tax. We want fairness in the industry. It is unacceptable that the Prime Minister does not have the courage to ask web giants to pay their fair share. When will the Prime Minister understand that and insist on fair treatment for the entire industry?', 'Mr. Speaker, for years, the cultural sector and the Bloc Québécois have been demanding that digital giants be taxed on revenues they earn in Quebec and in Canada. We call it the Netflix tax. Can anyone imagine the Netflix tax existing, but not applying to Netflix? I could not make this up. Web giants that make their profits from subscriptions will not have to pay a cent in taxes. Quebec businesses will continue to pay their share, while foreign businesses will continue not to pay theirs. Why does the government keep giving multinational web giants a free ride?', 'Mr. Speaker, the European Commissioner for Economic and Financial Affairs, Pierre Moscovici, wants web giants to pay their fair share of taxes in Europe. It seems logical to have companies pay their fair share of taxes, but the Canadian government is taking a step backward. It is going in the opposite direction and allowing web giants to forgo paying their fair share of taxes. While companies here are charging sales tax on every transaction, why is the government showing favouritism to web giants such as Amazon, Netflix, and Facebook?']",0.50858676,0.024056082240265897,0.52135205
58,57,82,57_isis_terrorists_terrorist_fighters,"['isis', 'terrorists', 'terrorist', 'fighters', 'canada', 'these', 'huzaifa', 'abu', 'he', 'returning']",Terrorism Reintegration and Security Policy,"['Mr. Speaker, the Conservatives have been fighting to get the Liberal government to recognize that ISIS has committed genocide against the Yazidi community and help bring members of that community to Canada. Instead, the Prime Minister is talking about reintegration services for the ISIS fighters who victimized those individuals. Why does this Prime Minister find it so difficult to support victims? Can he tell us exactly how many ISIS terrorists have come back to Canada?', 'Mr. Speaker, our Conservative government did introduce laws that gave law enforcement officials better tools to keep us safe from terrorists, which the Liberal government has weakened. We sent resources to help keep our allies in the combat to halt the spread of ISIS. However, in contrast with the Prime Minister, we did not pay for poetry lessons for ISIS terrorists, or remove Canada from the fight to contain ISIS, or vote against a motion to declare genocide against victims of ISIS. Therefore, for the love of all that is holy, will the Prime Minister seek justice for the victims of Abu Huzaifa?', ""Mr. Speaker, earlier the Prime Minister said that “even one” ISIS fighter represents a security threat to Canada, and then hid the number of ISIS fighters who have returned here. When asked about how he planned to manage this threat, he then said the government is there to help them let go of their terrorist ideology. What he should have said is that there will be consequences when choosing to fight for a terrorist death cult. Where is the Prime Minister's commitment to seek justice for the victims of ISIS, and how many ISIS fighters have returned to Canada?""]",0.51283276,0.015169571218287863,0.51526225
36,35,139,35_phoenix_servants_fiasco_pay,"['phoenix', 'servants', 'fiasco', 'pay', 'public', 'employees', 'system', 'paid', 'been', 'problems']",Public Sector Pay System Crisis,"['Mr. Speaker, the minister in charge of the Phoenix fiasco has not denied that the cost of repairs could surpass $1 billion. The number of affected public servants continues to grow, and there is no clear timeline to fix it. In fact, the Professional Institute of the Public Service of Canada has said that Phoenix is not fixable. For two years, the Liberals have not listened to warnings from public servants and their unions. It is time for plan B. Will the minister commit today to working with our public servants so they can be paid properly?', 'Mr. Speaker, although it has taken a hard line in its negotiations with PSAC, the government is not even able to meet its own deadline for the Phoenix pay system. Public service employees deserve better than the financial problems they have experienced in the past three years because the government, their employer, has not even paid them. When will this government show some respect for its employees? Is the minister responsible for this fiasco able to tell us exactly when the Phoenix pay problems will be resolved?', 'Mr. Speaker, it is three weeks until Christmas, but federal public servants are in no mood to celebrate. Many public servants affected by the Phoenix pay problems are worried about the holidays and are struggling to make ends meet. However, in 2015, the Liberals promised to find a solution to fix Phoenix. What have they done in the past two years, other than blame the Conservatives? Not much. When will this government do its job and ensure that Phoenix works for all public servants?']",0.5133142,0.015429820073848834,0.5155995
0,-1,5688,-1_the_to_of_and,"['the', 'to', 'of', 'and', 'is', 'in', 'minister', 'that', 'speaker', 'for']",Accountability and Transparency in Government,"['Mr. Speaker, millions of Canadians are at risk of having their benefits cut off this July because they have not been able to get their taxes done by going out. They are not able to do their own taxes at home and they rely on tax preparers. We are talking about seniors, parents, those with disabilities and those on a fixed income. We need compassion during these challenging times. Let me ask a question of the minister responsible. If the government can take two years to prepare a budget, why can Canadians not get an extra two months to file their taxes when they are being told they must stay at home?', ""Madam Speaker, this is the minister's job and that was not an answer. The Liberals always blame everyone else, except they have been in power for half a decade and as majorities for 18 of the last 30 years. The justice says he has spoken to the commissioner and she is working on it. He also said if the minister actually “read the report, he would know what needs to be done and take action.” What is worse, the report is the 16th of its kind. Victims deserve answers. Will the minister tell the more than 2,000 victims which recommendations will be implemented and when, or, like all victims always, will they have to fight the Liberals to get results?"", ""Mr. Speaker, we know that the Prime Minister is answering the Ethics Commissioner's questions, but the Prime Minister also has a constitutional responsibility to be accountable to Canadians in the House, so we are asking him these questions on behalf of Canadians. After all, it was actually the Prime Minister who said, “As the head of government, the Prime Minister represents all Canadians and should be directly accountable to” them. He said it, so does he still believe that, or was that just a campaign slogan?""]",0.5279451,0.002532804776009792,0.5419477
27,26,187,26_privacy_information_data_personal,"['privacy', 'information', 'data', 'personal', 'canadians', 'consent', 'statistics', 'their', 'financial', 'c51']",Privacy and Data Protection,"['Mr. Speaker, there have been over 800 pages with hundreds of thousands of examples of where the government has violated the privacy of Canadians in the last 19 months alone, so he will forgive us if we do not trust him with the personal financial data of Canadians. The government has no consent to obtain it. This is private, personal data. Why do the Liberals not tell Statistics Canada to get out of the bank accounts of Canadians?', ""Mr. Speaker, the Prime Minister needs to wake up and understand that Canadians reject the government's support of Statistics Canada's harvest of deeply personal financial data without asking for permission. Canadians realize that Europeans this year have new privacy laws that prohibit this sort of privacy exposure without the specific consent of clients. Why will the Prime Minister not accept that Canadians own all of their personal information, financial or otherwise, and that they should decide whether that data is shared or not?"", ""Yes, Mr. Speaker, Canadians do take their privacy very seriously, which is why they do not want the government stealing their financial information without their consent. There is documentation, 800 pages worth, of the government violating the privacy of hundreds of thousands of Canadians just in the last 19 months alone. Now what the government is saying is that if Canadians will not willingly give their private financial data, it will just take it by force and without their consent. Why do the Liberals not put an end to that today and stop this unauthorized surveillance of Canadians' personal, private data?""]",0.53025424,0.011233813857855058,0.5334878
8,7,461,7_referendum_electoral_canadians_system,"['referendum', 'electoral', 'canadians', 'system', 'reform', 'election', 'the', 'to', 'vote', 'liberals']",Referendum on Electoral Reform,"['Madam Speaker, the Ontario Liberal minister who headed up the Ontario referendum process 10 years ago still supports having a referendum. She recently said that if we are going to totally change the election system, “I think it would have to be a referendum”. Will the Liberals hold a referendum on any changes to how Canadians vote, yes or no?', 'Mr. Speaker, the Liberals have stacked the deck on electoral reform. All the decisions would be made by six Liberals who have given themselves a majority on the committee. Without a referendum on electoral reform, six Liberal MPs will make the decision on the future of Canadian democracy for the entire country. The minister needs to stand today and say if the Liberal government is truly interested in what Canadians have to say. Will the Liberals give each and every Canadian a direct say through a referendum, yes or no?', 'Mr. Speaker, on November 3, the Minister of Democratic Institutions told The Huffington Post that she wanted the Special Committee on Electoral Reform to “help us understand and answer this question. When we come up with a reform, how do we figure out if it has that legitimacy, that it has that broad support? Is it through a referendum? Or is there another way?”The answer for the minister from the committee is this: it is a referendum. There is no other way. Therefore, will the minister commit to not change the way Canadians vote unless she first gets their consent in a referendum?']",0.5311822,0.00845445272667956,0.55157745
76,75,51,75_seasonal_workers_employment_insurance,"['seasonal', 'workers', 'employment', 'insurance', 'ei', 'unemployed', 'gap', 'regions', 'spring', 'program']",Employment Insurance Reform,"['Mr. Speaker, seasonal workers who go for months without any wages or any employment insurance benefits have to wait even longer. At least 15,000 workers find themselves in this position every year, and nearly 40% of them are Quebeckers. The spring gap problem will be examined after the budget. The minister responsible for employment insurance said, “We will then get to work on a more thorough study, including the spring gap issue.”Why should seasonal workers have to wait even longer for a solution? Have they not waited long enough?', ""Mr. Speaker, seasonal workers are taking action. Tomorrow, hundreds of seasonal workers will denounce with a single voice this government's inaction on the EI spring gap problem. The Liberals promised to help seasonal workers, but it has been two years, and nothing has been done. In a few short months, workers and their families from the north shore and across Canada will have to get by without any income for several weeks. That is unacceptable. Why are seasonal workers still waiting for help?"", ""Mr. Speaker, government after government, be it Liberal or Conservative, has left seasonal workers out in the cold. The spring gap is when workers' benefits run out during the off-season because of bad employment insurance reforms. For some, the spring gap can last over four months. The Liberals broke their promise to scrap the Conservatives' reform, which penalizes seasonal workers and their families. When will this government keep its promises and help seasonal workers? Maybe in the upcoming budget?""]",0.5322203,0.024802472389418833,0.5308728
10,9,319,9_border_illegal_immigration_asylum,"['border', 'illegal', 'immigration', 'asylum', 'safe', 'illegally', 'country', 'third', 'canada', 'migrants']",Immigration Policy and Border Control,"[""Mr. Speaker, a fast way to build support for immigration in Canada is to fix the system that the Prime Minister has broken. To build support for immigration, the Prime Minister should close the loophole in the safe third country agreement instead of spending $50 million to foot the hotel bills of illegal border crossers. Why is the Prime Minister adding insult to injury by spending taxpayer dollars to tell Canadians that illegal border crossing is okay instead of preventing the abuse of Canada's asylum system?"", ""Mr. Speaker, here is what is irresponsible. The Prime Minister's hashtag “welcome to Canada” tweet caused tens of thousands of illegal border crossers to flood into Canada from the United States of America and claim asylum. We also know that there is no end in sight. Border agents are expecting upwards of 400 illegal border crossers per day this summer. The Prime Minister has failed to manage the border. Will the Prime Minister tell Canadians if he has any plan to stop the flow of illegal border crossers?"", ""Mr. Speaker, Quebec saw a record number of illegal asylum seekers cross the border this year. The number of people entering Canada illegally grows by the day. As we heard today, the Liberals do not want to do anything about this problem. Will the Liberals finally admit that the Prime Minister's tweet is the reason people are coming to Canada and that he created a crisis at the Canada-U. S. border? Will they get to work on fixing the flaw in the safe third country agreement?""]",0.53370523,0.008399585225527684,0.5459299
40,39,114,39_sears_pensions_pension_workers,"['sears', 'pensions', 'pension', 'workers', 'retirees', 'bankruptcy', 'banks', 'quebec', 'bill', 'consumer']",Retirement Security Reform,"[""Mr. Speaker, the current bankruptcy process is failing to protect Canadian workers and their families. This is true for the workers and retirees of Sears Canada. Instead of doing something to protect workers, the Liberals continue to support wealthy corporations. What is worse, we learned yesterday that Morneau Shepell will be handling the administration of Sears Canada's pension plan, which means that the finance minister will personally benefit from this liquidation. Is the finance minister comfortable with the fact that, alongside Sears executives getting massive bonuses, he is making money while workers lose their benefits?"", 'Madam Speaker, everyone knows our bankruptcy legislation is failing to protect Canadian workers. It is why the Liberals promised to fix the legislation when in opposition and why the Prime Minister promised to protect workers during the election, but since then they have done nothing but help wealthy corporations. Today it is Sears workers and pensioners, but tomorrow it could be workers at another company. If the Liberals are serious about working for the middle class, they must protect our workers and retirees. It is simple. Will the government commit to changing bankruptcy and insolvency laws?', 'Mr. Speaker, eight months ago, the Liberals announced they would hold consultations about improving pension security for Canadian workers in case of bankruptcy or insolvency. However, no plans or consultations have been announced. Does the government not understand that 18,000 Sears retirees just lost a third of their pensions, and that could happen again to others if we do not change the law? Workers and retirees in this country deserve better. Why is the government refusing to stand up for Canadian workers and retirees, and their pensions? Why is the Minister of Seniors not stepping up to the plate on this important issue?']",0.53427374,0.016247039711529538,0.5445387
31,30,168,30_children_residential_indigenous_tribunal,"['children', 'residential', 'indigenous', 'tribunal', 'survivors', 'court', 'school', 'nations', 'kids', 'discrimination']",Indigenous Children's Rights,"[""Mr. Speaker, yesterday, all parliamentarians agreed that the government needs to accept the tribunal's decision and stop the discrimination against indigenous children. That means that the government must follow the tribunal's orders, stop taking the children to court and ensure that the children and families do not have to testify in court. My question for the Liberals is this: will the Prime Minister immediately stop taking indigenous children to court?"", ""Mr. Speaker, the Canadian Human Rights Tribunal found that Canada discriminated against indigenous children. It also found that it did so willfully and recklessly. Despite that, the Prime Minister continues to fight indigenous kids in court. Indigenous survivors of residential schools are demanding justice, but the Prime Minister is fighting them in court as well. How could people take the Prime Minister's commitment to reconciliation seriously, when he continues to fight indigenous children and residential school survivors in court?"", ""Mr. Speaker, the Human Rights Tribunal has made it clear that it is fed up with the government's inaction on dealing with the issue of racial discrimination against indigenous children. It points out that the Liberal budget failed children in the area of child welfare. The government continues to deny medical services to children and fights their families in court. The tribunal has effectively put indigenous affairs under third party management because it simply does not trust the government. To the Prime Minister, as the minister of youth, will he respect this ruling and if so, what are the immediate steps the government will take to end the systemic discrimination against indigenous children in this country?""]",0.5360465,0.012315366681132972,0.5510118
22,21,201,21_infrastructure_bank_taxpayers_investors,"['infrastructure', 'bank', 'taxpayers', 'investors', 'billion', 'privatization', 'projects', 'liberals', 'private', 'the']",Infrastructure Privatization,"['Mr. Speaker, there is a blatant conflict of interest with the Liberals infrastructure bank. The Liberals gave private investors control over the development of the bank, costing taxpayers $35 billion. This bank will now give a significant benefit to the exact same investors. P3 Canada already leverages private sector infrastructure dollars. The Liberal bank will not be transparent, it will not be accountable. Why are the Liberals designing a bank that gives 100% of the rewards to its friends and leaves 100% of the risk to taxpayers?', ""Mr. Speaker, strangely enough, selling public infrastructure to private investors did not seem to get mentioned by the Liberals before the last election, but last year's budget revealed the Liberals' plan to take $15 billion from existing infrastructure promises to fund their new Infrastructure Bank. As Canadian families deal with record levels of household debt, private investors like BlackRock are setting the government's priorities and making Canadian families pay for new tolls and service fees. Just why do the Liberals think they have the mandate to create their Infrastructure Bank?"", ""Mr. Speaker, the problem is that all the projects he just listed are not part of the infrastructure bank, since it has not yet been created. The government is creating a new infrastructure bank for that party's cronies. It is taking back $15 billion that had been allocated to the regions, and reallocating it through that bank. Yesterday the Minister of Finance said himself that small municipalities are unlikely to benefit from this infrastructure bank. Can the Minister of Infrastructure and Communities explain to Canadians, and to the mayors in the House today, why he has been denying this fact for at least a month now?""]",0.5380531,0.01109200559619253,0.54919356
60,59,79,59_disability_diabetes_credit_diabetics,"['disability', 'diabetes', 'credit', 'diabetics', 'type', 'tax', 'revenue', 'vulnerable', 'changed', '80']",Disability Tax Credit Access Denials,"['Mr. Speaker, it is incredible that the Liberals are taking money away from the most vulnerable. Every day, we hear more and more cases of type 1 diabetics who had previously been approved but have now been rejected for the disability tax credit. It is even worse than we thought, though. Canadians with type 1 diabetes may lose thousands of dollars more in government assistance. That is because in order to qualify for a registered disability savings plan, people have to qualify first for the disability tax credit. Will the Prime Minister stop trying to raise revenue on the backs of the most vulnerable Canadians?', 'Mr. Speaker, we have seen the new documents, and 80% of applicants for the disability tax credit were approved before May of this year. Now, that same 80% who were approved are being denied. The revenue minister continues to say that Canadians will get the disability tax credits they deserve. Therefore, my question is, does she think people with type 1 diabetes deserve the disability tax credit, yes or no?', ""Mr. Speaker, yesterday I asked the revenue minister to release valuable information so that Canadians can understand how widespread the problems are with the disability tax credit for diabetics. The minister totally evaded my question. When it comes to the disability tax credit, Diabetes Canada has said that “nobody's being targeted the way people with diabetes” are. When will the revenue minister do her job, release the data on the disability tax credit, and come clean with Canadians suffering from diabetes?""]",0.5416068,0.01891321038553408,0.54717267
15,14,235,14_quarantine_hotel_covid19_health,"['quarantine', 'hotel', 'covid19', 'health', 'travellers', 'pandemic', 'coronavirus', 'government', 'border', 'the']",Quarantine Policy and Enforcement,"['Madam Speaker, the Liberals defend their hotel quarantine program despite reports of sexual assault, scarce food and water, unsafe living conditions and unanswered calls for help. This week the Liberals admitted they had no science or data to back up their hotel quarantine rule in the first place, but the public safety minister also said that home quarantines were “working”. The only evidence the Liberals really have is this: their mandatory hotel quarantine puts Canadians in danger. Will they shut it down right now?', 'Mr. Speaker, the government has completely abdicated its responsibilities when it comes to the hotel quarantine system. However, what we are asking for is not complicated. We just want the government to set up a phone line that works. We want the government to ensure that once travellers get to the hotel, they follow all public health rules, they are kept safe and they do not contract COVID-19. The feds had two months to prepare for this. It seems to me that Canada should be up to the task. The solution is not to cancel quarantines, but rather to show the kind of leadership that is worthy of a G7 government. Seriously, does the Prime Minister still want to lead this country?', 'Mr. Speaker, the government has clearly failed to control the spread of COVID through our borders. The Liberals were slow to act. Measures have huge loopholes, and enforcement is weak. They apply hotel quarantine rules only to travellers arriving by air, leading thousands to simply cross at U. S. border points. Now we see that the Liberals are allowing two of the four Canadian airports that receive international passengers to fail at enforcing hotel quarantine rules at all. Why is the government allowing travellers in Alberta and Quebec to ignore federal quarantine rules, leaving all Canadians vulnerable to variants of concern?']",0.546579,0.010796938478490118,0.5693219
24,23,198,23_lumber_softwood_forestry_agreement,"['lumber', 'softwood', 'forestry', 'agreement', 'industry', 'jobs', 'workers', 'trade', 'the', 'in']",Softwood Lumber Industry Policy,"['Madam Speaker, we all know that the party opposite could not care less about the regions and jobs there. The Liberal government had an opportunity to sign a softwood lumber agreement with the former American administration, but it chose to play games with the Trump team instead. Well, the Liberals got the short end of the stick, and now the forestry industry is paying the price for their incompetence with a 24% hike in Canadian softwood lumber import prices. The Liberals had an agreement. Why did they let it slip through their fingers, and when will they finally take softwood lumber and our regions seriously?', 'Mr. Speaker, Canada has not had a softwood lumber agreement with the United States since the fall of 2015, and the current government neglected to negotiate it into the Canada-United States-Mexico Agreement. Hundreds of thousands of Canadian workers, many in Kootenay—Columbia, rely on the softwood lumber industry to put food on the table for their families. When will the Prime Minister act to protect these jobs by removing the softwood tariffs?', ""Mr. Speaker, what we are hearing is, hang in there. The 100-day deadline is fast approaching on the Liberal's promise to have a new softwood lumber deal, yet the only thing we know from the past 100 days is we still do not have an agreement. Small producers do not have a voice. There is more uncertainty in an already volatile industry. Unfair tariffs and lawsuits for our small forestry producers are on the way. There will be job losses for the hundreds of thousands of Canadians employed by the forestry sector. Why are the Liberals failing to stand up for Canadians and doing nothing to bring home a new softwood lumber agreement?""]",0.5466018,0.012866139220242958,0.57623696
34,33,154,33_c10_freedom_bill_expression,"['c10', 'freedom', 'bill', 'expression', 'content', 'speech', 'crtc', 'heritage', 'internet', 'media']",Freedom of Expression Under Attack,"[""Mr. Speaker, the amendments the government has passed on Bill C-10 have been called a full-blown assault on free expression. In November, the Prime Minister said he would always defend freedom of expression, but now he is trying to regulate political speech that he does not like. Why is the government attacking Canadians' free speech rights yet again?"", 'Mr. Speaker, freedom of expression is fundamental. It is not a privilege, but a right. The Prime Minister thinks this freedom should be free provided it is in line with his expression, but last year he said that freedom of expression has limits. Why is this government once again attacking Canadian freedom of expression with Bill C-10?', ""Mr. Speaker, through Bill C-10, the Liberals are attacking freedom of expression and web neutrality. On Monday, the Liberal members of the committee voted against our motion to protect Canadians' freedom on social media. Can the Prime Minister tell us why he insists on giving the CRTC more power to regulate the web and thereby attack the freedom of expression of thousands of Canadians?""]",0.5528348,0.012749903292807344,0.56840706
23,22,201,22_sexual_allegations_misconduct_defence,"['sexual', 'allegations', 'misconduct', 'defence', 'vance', 'general', 'knew', 'he', 'forces', 'staff']",#MeToo in the Canadian Military,"['Mr. Speaker, actions speak louder than words. The Prime Minister may say that he stands for women, but his actions show that he is part of the problem, not part of the solution. His chief of staff knew about the allegations of sexual misconduct against General Vance, his defence minister knew, the entire senior leadership of his department knew, but he did nothing for three years. Why did the Prime Minister fail to act on allegations of sexual misconduct at the highest level in Canada’s military?', 'Mr. Speaker, the minister had actual evidence, not just rumours, and did nothing with it. The defence minister was personally briefed by the former military ombudsman about sexual misconduct allegations against General Vance, but the defence minister refuses to say he knew it was sexual misconduct. Senior advisor to the Prime Minister Elder Marques knew it was sexual harassment, and so did the Prime Minister’s Privy Council Office. They released briefing notes and emails that proved beyond a shadow of a doubt that it was referred to as sexual harassment. How does the defence minister expect us to believe that he never told the Prime Minister that his top soldier stood accused of sexual misconduct?', 'Mr. Speaker, the Prime Minister claims that he was not aware of allegations of sexual misconduct against the chief of the defence staff. He claims he was never briefed about them by the Minister of National Defence. He now knows that his Minister of National Defence received a report from the Canadian Armed Forces ombudsman a good three years ago. He knows that the minister did nothing and that, in addition, he kept him in the dark. My question is simple: Does the Prime Minister think it is acceptable that his Minister of National Defence decided to withhold these allegations of sexual misconduct against the chief of the defence staff from him?']",0.5556032,0.010611310360363007,0.5640988
52,51,96,51_rapid_tests_testing_test,"['rapid', 'tests', 'testing', 'test', 'results', 'months', 'athome', 'get', 'available', 'to']",Rapid COVID-19 Testing Availability,"[""Madam Speaker, if a woman watching this today has been laid off because of COVID restrictions or her kid's school has been shut down and she tried to get a rapid, frequent COVID test or her kid's school tried to do that, they could not. That is the reality in Canada. Rapid tests keep schools open. Rapid tests keep day cares open. Rapid tests keep women in the workforce. Yet, we do not have those here in Canada. Why has the Prime Minister failed Canadian women and failed to get them rapid tests?"", 'Mr. Speaker, like all Canadians, Mr. Dubé wants rapid tests. That way, teachers will not have to wait for days and days on end to get their results, and school boards will not be forced to pay for tests, as Le Journal de Québec reported this morning. My question for the minister is very simple: Why is it that Japan had rapid tests way back in March and the United States had rapid tests as of August, but it took until last week for this government to finally wake up?', 'Mr. Speaker, after weeks of Conservatives demanding the government develop a strategy for rapid COVID-19 testing, some tests finally arrived yesterday. The problem is that 100,000 tests is more of a sample than a supply. They will be used up in three days. Other countries have had access to millions of rapid tests for months. Will the Prime Minister let the health committee find out why Canada is at the back of the line when it comes to rapid tests?']",0.55613303,0.01390724293243096,0.5538657
30,29,170,29_china_chinese_hong_kong,"['china', 'chinese', 'hong', 'kong', 'ambassador', 'communist', 'chinas', 'with', 'rights', 'prime']",Canada-China Relations,"[""Madam Speaker, every time the government partners with the Communist regime in China, Canadians end up suffering. First, it was the Prime Minister's partnership with China on vaccines that put the lives of Canadians at risk. Now it is the government's foolish investments in the China-led Asian Infrastructure Investment Bank. The Prime Minister has given millions of dollars to a bank that invests all over Asia, but not in Canada. Meanwhile, our two Michaels languish in Chinese jails. Why is the Prime Minister partnering with the Chinese Communist government while ignoring two innocent Canadians?"", 'Mr. Speaker, another week, another provocation from China. As always, this Liberal government maintains the status quo. The Chinese ambassador threatened the 300,000 Canadians living in Hong Kong. Worse still, today the Chinese government called on Canada to apologize. Will the Prime Minister finally protect Canadians and stand up to China?', ""Madam Speaker, Canada-China relations are now at their worst level since Ottawa established diplomatic relations with communist China in 1970. The Chinese president refuses to take the Prime Minister's calls, while the foreign minister's attempts to contact her Chinese counterpart have been met with silence. All this is happening while Canadians are unlawfully detained and China continues to punish Canadian farmers and producers. Now the Prime Minister is saying he hopes to meet with the Chinese president in three weeks. He should have done that six months ago. Will the Prime Minister tell us how he expects to get a meeting with the Chinese president when he has put himself in such a weak position to do so?""]",0.556388,0.0151291096409158,0.5750663
43,42,113,42_parole_sex_mandatory_sexual,"['parole', 'sex', 'mandatory', 'sexual', 'victims', 'sentences', 'registry', 'offender', 'assault', 'women']",Parole System Reform,"['Mr. Speaker, the fact of the matter is this individual was convicted of the violent murder of his wife. The Prime Minister has opposed mandatory prison sentences for convicted murderers in the past. However, the individual should never have been released or encouraged to seek the services of a sex worker by government officials. Marylène Levesque deserved better than this failure. Public Safety sets guidelines for parole officers and people involved in parole decisions. Will the Prime Minister confirm that this is not the type of encouragement that is standard practice for individuals released on parole?', 'Madam Speaker, Marylène Levesque was killed by a repeat violent offender out on parole. He was out because Liberal-appointed Parole Board members granted his release, despite knowing the plan to use sex workers to manage his risk to women. Let us just think about that. This kind of incompetence is putting lives at risk by allowing dangerous offenders back on our streets. When will the minister fire those Parole Board members and launch an external investigation into those types of appointments?', 'Mr. Speaker, today the government introduced a bill to ensure that judges undergo training on the subject of victims of sexual assault, but it could have included training for parole officers. The Prime Minister is well aware that the Parole Board of Canada has been in crisis for the past two weeks, ever since it gave its approval for a violent murderer on day parole to seek sexual services. How Parole Board members failed to recognize the potential danger of that strategy is beyond me. Why did the government not include training for officers in its bill?']",0.5568498,0.01490149087543561,0.56923366
32,31,166,31_climate_targets_change_paris,"['climate', 'targets', 'change', 'paris', 'plan', 'environment', 'greenhouse', 'meet', 'emissions', 'action']",Climate Change Policy,"['Mr. Speaker, in Paris, the government committed to fight climate change, which is great. Today, the Liberals are backtracking and adopting the same greenhouse gas reduction targets set by the Conservatives, who at one time refused to even acknowledge that climate change exists. The government will not even come close to achieving its targets, as weak as they are, without killing the energy east pipeline project. Does the government realize that we cannot reduce greenhouse gas emissions by increasing them? That seems obvious to Quebeckers.', ""Mr. Speaker, the Minister of Environment and Climate Change will be meeting with her provincial counterparts to talk about climate change. Since returning from Paris, the minister has not told us what Canada's targets are. Yesterday, the minister announced that impact on climate change would be a component of pipeline project assessments, but she said nothing about acceptable greenhouse gas emissions targets. Can the minister tell us if the government is planning to introduce ambitious new targets or carry on with the old Conservative ones?"", ""Mr. Speaker, the Liberal platform complained that Stephen Harper's climate plan included “arbitrary targets”. The Liberals then adopted exactly those targets, and in this year's budget, they announced a cut of $1.25 billion from their promised climate change investments. Environment Canada has now admitted that the Liberal government will not even meet Stephen Harper's targets. The Prime Minister is keeping the same targets but just failing to meet them. Is that what he meant by “real change”?""]",0.56634885,0.011199708586222722,0.58336246
61,60,76,60_bill_dying_c14_medical,"['bill', 'dying', 'c14', 'medical', 'court', 'assistance', 'supreme', 'charter', 'carter', 'rights']",Medical Assistance in Dying Legal Challenges,"[""Madam Speaker, this is starting to look like another broken promise. Let us now talk about another mismanaged file: medical assistance in dying. The government keeps talking about the Supreme Court's June 6 deadline as justification for limiting debate and refusing to work with the opposition. That is funny, because the government does not seem to be too concerned with abiding by the ruling itself. It is irresponsible to introduce a bill that a number of experts, and now the Alberta Court of Appeal, have deemed unconstitutional. How can the government defend Bill C-14, when the bill does not comply with the Canadian Charter of Rights and Freedoms?"", ""Mr. Speaker, once again, the government is refusing to work with the opposition to make Bill C-14 consistent with the Supreme Court decision and the Canadian Charter of Rights. The reality is that medical assistance in dying is currently possible under the Supreme Court's criteria. Yesterday, a court granted a woman in Manitoba the right to seek medical assistance in dying. In the meantime, the government is insisting on limiting access to it. Why is the government insisting on moving forward with this bill, knowing that it does not comply with the Charter of Rights?"", ""Mr. Speaker, the government is clearly all over the map with its bill on medical assistance in dying. After assuring us that Bill C-14 complied with the Supreme Court's decision, the Minister of Justice is now telling us that her bill does not need to comply with the decision and that it only needs to comply with the charter. However, the Supreme Court based its decision on the charter. Why this new take? Did the government finally realize that its bill does not comply with Carter or with the charter?""]",0.57059526,0.016496966094044434,0.5925547
17,16,223,16_health_care_transfers_provinces,"['health', 'care', 'transfers', 'provinces', 'quebec', 'increase', 'federal', 'cuts', 'the', 'to']",Health Care Funding,"['Madam Speaker, the Prime Minister justifies his refusal to increase health transfers by saying that his priority is, and I quote, “to help Canadians get through this crisis”. However, the crisis he is referring to is a health crisis. Quebec and the provinces are the parties responsible for health care. They are asking for more money to care for people. That is how the federal government can help people “get through” this crisis. At the first ministers meeting on Thursday, will he announce an increase in health transfers?', 'Mr. Speaker, the Liberals put $500 million into health care. Quebec and the provinces want $28 billion. Honestly, can the Prime Minister count? Eighty-one per cent of Quebeckers and 73% of Canadians want health transfers to increase. In Quebec, the National Assembly is unanimous: They want health transfers to increase. All provincial premiers want health transfers to increase. What is it going to take for the Prime Minister to understand?', 'Mr. Speaker, two weeks ago, the provinces and Quebec said that the federal government needs to provide an additional $28 billion in funding. Provincial governments are asking for more money for health care, not because they want to pick a fight but because we are in a pandemic. If the Government of Quebec is asking for an increase in health transfers, it is because we are going through the worst health crisis ever. If Quebec is asking for these transfers, it is because health care has been chronically underfunded by the federal government for 25 years. If Quebec is asking for these transfers, it is because Quebeckers need this money. When will the government give Quebec what it deserves?']",0.577562,0.012114497348613586,0.6007877
